,CATEGORIA,CLASE,SUBCATEGORIA,SUBCATEGORIA2,TIPO DOCUMENTO,,,,,,,,,,,,,,,,
,DOCUMENTOS INMOBILIARIOS,INMOBILIARIOS,PLANCHETA,,"Inmob,arq,tec,com,leg","no,si,si,no,no","si,si,si,no,no",,,,,
,DOCUMENTOS INMOBILIARIOS,INMOBILIARIOS,COMPRA,CIP ,"Inmob,arq,tec,leg","no,si,no,no","si,si,si,no,no",,,,,
,DOCUMENTOS INMOBILIARIOS,INMOBILIARIOS,COMPRA,PPT ,Inmob,no,si,"arq,tec,cons,com,mkt, cli, leg",,,,
,DOCUMENTOS INMOBILIARIOS,INMOBILIARIOS,COMPRA,CABIDA,"Inmob,arq,tec","no,no,no","si,si,si","Com,mkt,cli",,,,
,DOCUMENTOS INMOBILIARIOS,INMOBILIARIOS,COMPRA,TEMBLOR,Inmob,no,si,"arq,tec,cons,com,mkt, cli, leg",,,,
,DOCUMENTOS INMOBILIARIOS,INMOBILIARIOS,COMPRA,ACTA ENTREGA TERRENO,"Inmob,tec,cons,leg","no,si,si ,no","si,si,si,no,no","Com,mkt,cli",,,,
,DOCUMENTOS INMOBILIARIOS,INMOBILIARIOS,ANTEPROYECTO APROBADO,,"Inmob,arq,tec,leg","no,no,no,no","si,si,si,no,no","Com,mkt,cli",,,,
,DOCUMENTOS INMOBILIARIOS,INMOBILIARIOS,CV Y DOMINIO VIGENTE,,"Inmob,arq,tec,leg","no,si,si,si,si","si,si,si,no,no","mkt,cli",,,,
,DOCUMENTOS INMOBILIARIOS,INMOBILIARIOS,CARTA GANTT ETAPA DISEÑO,,"Inmob,arq,tec,com,mkt","no,si,si,si,si","si,si,si,no,no",,,,,
,DOCUMENTOS INMOBILIARIOS,INMOBILIARIOS,PLANNING Y BRIEF DEL PROYECTO,PLANNING,"Inmob,arq,tec,com,mkt","no,si,si,si,si","si,si,si,si,si",,,,,
,DOCUMENTOS INMOBILIARIOS,INMOBILIARIOS,PLANNING Y BRIEF DEL PROYECTO,BRIEF,"Inmob,arq,tec,com,mkt","no,si,si,si,si","si,si,si,si,si",,,,,
,DOCUMENTOS INMOBILIARIOS,INMOBILIARIOS,LANZAMIENTO,TEMBLOR,Inmob,no,si,"arq,tec,cons,com,mkt, cli, leg",,,,
,DOCUMENTOS INMOBILIARIOS,INMOBILIARIOS,LANZAMIENTO,FICHA COSTEO,"Inmob,arq,cons","si,no,si","si,si,si","arq,com,mkt, cli,leg",,,,
,DOCUMENTOS INMOBILIARIOS,INMOBILIARIOS,LANZAMIENTO,PPT ,Inmob,no,si,"arq,tec,cons,com,mkt, cli, leg",,,,
,DOCUMENTOS INMOBILIARIOS,INMOBILIARIOS,REGLAMENTO COPROPIEDAD,,"Inmob,arq,tec,com,cons,leg,cli","no,si,si,si,si,si,si","si,si,si,si,si,no,no",,,,,
,DOCUMENTOS INMOBILIARIOS,INMOBILIARIOS,COSTOS ESTANDAR- CIERRE PROY,,"Inmob,arq,tec,cons,cli","no,no,si,no,no","no,no,no,no,no","Com,mkt,leg",,,,
,DOCUMENTOS INMOBILIARIOS,INMOBILIARIOS,OTROS COSTOS INMOBILIARIOS,,tec,si,no,"arq,com,mkt, cli,leg",,,,
,DOCUMENTOS INMOBILIARIOS,TÉCNICOS INMOB,TOPOGRAFÍA,,"Inmob,arq,tec,cons,leg","si,si,no,si,si","si,si,no,si,no","Com,mkt,cli",,,,
